recorded_at,device_name,power_kwh,water_m3,gas_m3
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,276
2025-04-11 10:35:54,1020,276
2025-04-11 10:35:54,1020,276
2025-04-11 10:35:54,1020,276
2025-04-11 10:35:54,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:55,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:56,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,276
2025-04-11 10:35:57,1020,277
2025-04-11 10:35:57,1020,277
2025-04-11 10:35:57,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:58,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1020,277
2025-04-11 10:35:59,1019,277
2025-04-11 10:35:59,1019,277
2025-04-11 10:35:59,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:00,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,277
2025-04-11 10:36:01,1019,278
2025-04-11 10:36:01,1019,278
2025-04-11 10:36:01,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:02,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:03,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:04,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,278
2025-04-11 10:36:05,1019,280
2025-04-11 10:36:05,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:06,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1019,280
2025-04-11 10:36:07,1020,280
2025-04-11 10:36:07,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:08,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,280
2025-04-11 10:36:09,1020,278
2025-04-11 10:36:09,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:10,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1020,278
2025-04-11 10:36:11,1021,278
2025-04-11 10:36:11,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:12,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:13,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1021,278
2025-04-11 10:36:14,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:15,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:16,1022,278
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:17,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:18,1022,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:19,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:20,1023,276
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:21,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:22,1023,274
2025-04-11 10:36:23,1023,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:23,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:24,1024,274
2025-04-11 10:36:25,1024,274
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:25,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:26,1024,272
2025-04-11 10:36:27,1024,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:27,1023,272
2025-04-11 10:36:28,1023,272
2025-04-11 10:36:28,1023,272
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:28,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:29,1023,268
2025-04-11 10:36:30,1023,268
2025-04-11 10:36:30,1023,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:30,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:31,1024,268
2025-04-11 10:36:32,1024,268
2025-04-11 10:36:32,1024,268
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:32,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:33,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:34,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:35,1024,264
2025-04-11 10:36:36,1024,264
2025-04-11 10:36:36,1024,264
2025-04-11 10:36:36,1024,264
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:36,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
