2025-04-14 11:46:33, CO2=946, PM2.5=11.3
2025-04-23T08:59:02.716810+00:00 | CO2=1185.6 ppm | PM2.5=13.89 μg/m³
[2025-04-23 16:59:35.074752] ✅ 資料已更新
2025-04-23T08:59:35.660739+00:00 | CO2=1177.6 ppm | PM2.5=14.86 μg/m³
[2025-04-23 17:00:08.054627] ✅ 資料已更新
2025-04-23T09:00:08.668568+00:00 | CO2=1165.6 ppm | PM2.5=14.26 μg/m³
[2025-04-23 17:00:41.086338] ✅ 資料已更新
2025-04-23T09:00:41.612517+00:00 | CO2=1173.6 ppm | PM2.5=14.03 μg/m³
[2025-04-23 17:01:14.086645] ✅ 資料已更新
2025-04-23T09:01:14.396341+00:00 | CO2=1177.6 ppm | PM2.5=15.02 μg/m³
2025-04-23T09:01:47.308344+00:00 | CO2=1180.6 ppm | PM2.5=13.93 μg/m³
[2025-04-23 17:01:47.361386] ✅ 資料已更新
[2025-04-23 17:02:20.429207] ✅ 資料已更新
2025-04-23T09:02:20.444166+00:00 | CO2=1217.6 ppm | PM2.5=14.23 μg/m³
2025-04-23T09:02:53.437549+00:00 | CO2=1271.6 ppm | PM2.5=14.75 μg/m³
[2025-04-23 17:02:53.493218] ✅ 資料已更新
[2025-04-23 17:03:26.412510] ✅ 資料已更新
2025-04-23T09:03:26.396040+00:00 | CO2=1279.6 ppm | PM2.5=14.13 μg/m³
2025-04-23T09:03:57.260651+00:00 | CO2=1272.6 ppm | PM2.5=13.74 μg/m³
[2025-04-23 17:04:00.544466] ✅ 資料已更新
2025-04-23T09:04:30.380744+00:00 | CO2=1248.6 ppm | PM2.5=14.57 μg/m³
[2025-04-23 17:04:33.452511] ✅ 資料已更新
2025-04-23T09:05:04.445028+00:00 | CO2=1245.6 ppm | PM2.5=15.27 μg/m³
[2025-04-23 17:05:07.098932] ✅ 資料已更新
2025-04-23T09:05:37.388887+00:00 | CO2=1220.6 ppm | PM2.5=15.14 μg/m³
[2025-04-23 17:05:39.976313] ✅ 資料已更新
2025-04-23T09:06:10.156293+00:00 | CO2=1194.6 ppm | PM2.5=14.73 μg/m³
[2025-04-23 17:06:12.770538] ✅ 資料已更新
2025-04-23T09:06:43.100137+00:00 | CO2=1191.6 ppm | PM2.5=14.78 μg/m³
[2025-04-23 17:06:45.554994] ✅ 資料已更新
2025-04-23T09:07:15.931755+00:00 | CO2=1187.6 ppm | PM2.5=14.27 μg/m³
[2025-04-23 17:07:18.299210] ✅ 資料已更新
2025-04-23T09:07:49.019815+00:00 | CO2=1177.6 ppm | PM2.5=13.23 μg/m³
[2025-04-23 17:07:51.117247] ✅ 資料已更新
2025-04-23T09:08:21.851931+00:00 | CO2=1195.6 ppm | PM2.5=14.24 μg/m³
[2025-04-23 17:08:23.976648] ✅ 資料已更新
2025-04-23T09:08:54.685472+00:00 | CO2=1203.6 ppm | PM2.5=14.6 μg/m³
[2025-04-23 17:08:56.805128] ✅ 資料已更新
2025-04-23T09:09:27.724413+00:00 | CO2=1190.6 ppm | PM2.5=14.91 μg/m³
[2025-04-23 17:09:29.723851] ✅ 資料已更新
2025-04-23T09:10:01.580192+00:00 | CO2=1196.6 ppm | PM2.5=14.82 μg/m³
[2025-04-23 17:10:01.935390] ✅ 資料已更新
2025-04-23T09:10:35.115898+00:00 | CO2=1195.6 ppm | PM2.5=14.52 μg/m³
[2025-04-23 17:10:35.229919] ✅ 資料已更新
2025-04-23T09:11:08.011697+00:00 | CO2=1208.6 ppm | PM2.5=15.21 μg/m³
[2025-04-23 17:11:08.103994] ✅ 資料已更新
[2025-04-23 17:11:40.988106] ✅ 資料已更新
2025-04-23T09:11:41.002915+00:00 | CO2=1208.6 ppm | PM2.5=14.5 μg/m³
2025-04-23T09:12:13.979103+00:00 | CO2=1208.6 ppm | PM2.5=14.35 μg/m³
[2025-04-23 17:12:14.349038] ✅ 資料已更新
2025-04-23T09:12:46.939650+00:00 | CO2=1207.6 ppm | PM2.5=14.55 μg/m³
[2025-04-23 17:12:47.235569] ✅ 資料已更新
[2025-04-23 17:13:20.139330] ✅ 資料已更新
2025-04-23T09:13:20.154598+00:00 | CO2=1227.6 ppm | PM2.5=14.56 μg/m³
2025-04-23T09:13:53.084108+00:00 | CO2=1217.6 ppm | PM2.5=14.17 μg/m³
[2025-04-23 17:13:53.179308] ✅ 資料已更新
[2025-04-23 17:14:26.543976] ✅ 資料已更新
2025-04-23T09:14:26.586532+00:00 | CO2=1241.6 ppm | PM2.5=14.53 μg/m³
2025-04-23T09:14:59.355769+00:00 | CO2=1234.6 ppm | PM2.5=13.99 μg/m³
[2025-04-23 17:14:59.483708] ✅ 資料已更新
2025-04-23T09:15:32.396202+00:00 | CO2=1230.6 ppm | PM2.5=14.71 μg/m³
[2025-04-23 17:15:32.760505] ✅ 資料已更新
2025-04-23T09:16:05.371192+00:00 | CO2=1247.6 ppm | PM2.5=14.5 μg/m³
[2025-04-23 17:16:05.919632] ✅ 資料已更新
[2025-04-23 17:16:39.812007] ✅ 資料已更新
2025-04-23T09:16:39.802884+00:00 | CO2=1237.6 ppm | PM2.5=14.64 μg/m³
[2025-04-23 17:17:14.448990] ✅ 資料已更新
2025-04-23T09:17:14.490184+00:00 | CO2=1219.6 ppm | PM2.5=14.8 μg/m³
[2025-04-23 17:17:47.512542] ✅ 資料已更新
2025-04-23T09:17:47.530055+00:00 | CO2=1199.6 ppm | PM2.5=14.44 μg/m³
[2025-04-23 17:18:21.806640] ✅ 資料已更新
2025-04-23T09:18:22.057973+00:00 | CO2=1195.6 ppm | PM2.5=14.01 μg/m³
[2025-04-23 17:18:55.303680] ✅ 資料已更新
2025-04-23T09:18:55.290025+00:00 | CO2=1190.6 ppm | PM2.5=14.27 μg/m³
2025-04-23T09:19:25.562367+00:00 | CO2=1181.6 ppm | PM2.5=14.21 μg/m³
[2025-04-23 17:19:28.265784] ✅ 資料已更新
2025-04-23T09:19:58.490212+00:00 | CO2=1193.6 ppm | PM2.5=14.96 μg/m³
[2025-04-23 17:20:01.292562] ✅ 資料已更新
2025-04-23T09:20:31.674296+00:00 | CO2=1189.6 ppm | PM2.5=14.08 μg/m³
[2025-04-23 17:20:34.517387] ✅ 資料已更新
2025-04-23T09:21:04.617885+00:00 | CO2=1192.6 ppm | PM2.5=14.14 μg/m³
[2025-04-23 17:21:07.897019] ✅ 資料已更新
2025-04-23T09:21:37.673455+00:00 | CO2=1213.6 ppm | PM2.5=14.54 μg/m³
[2025-04-23 17:21:40.716609] ✅ 資料已更新
2025-04-23T09:22:10.666357+00:00 | CO2=1209.6 ppm | PM2.5=14.04 μg/m³
[2025-04-23 17:22:13.857989] ✅ 資料已更新
2025-04-23T09:22:44.025938+00:00 | CO2=1200.6 ppm | PM2.5=14.14 μg/m³
[2025-04-23 17:22:46.906063] ✅ 資料已更新
2025-04-23T09:23:17.289734+00:00 | CO2=1184.6 ppm | PM2.5=14.89 μg/m³
[2025-04-23 17:23:19.924850] ✅ 資料已更新
2025-04-23T09:23:50.303941+00:00 | CO2=1174.6 ppm | PM2.5=14.21 μg/m³
[2025-04-23 17:23:52.920262] ✅ 資料已更新
2025-04-23T09:24:24.345476+00:00 | CO2=1198.6 ppm | PM2.5=14.38 μg/m³
[2025-04-23 17:24:26.166284] ✅ 資料已更新
2025-04-23T09:25:00.025033+00:00 | CO2=1192.6 ppm | PM2.5=14.77 μg/m³
[2025-04-23 17:25:01.054825] ✅ 資料已更新
2025-04-23T09:25:33.833531+00:00 | CO2=1182.6 ppm | PM2.5=14.91 μg/m³
[2025-04-23 17:25:34.716275] ✅ 資料已更新
2025-04-23T09:26:06.968859+00:00 | CO2=1190.6 ppm | PM2.5=13.65 μg/m³
[2025-04-23 17:26:07.661725] ✅ 資料已更新
2025-04-23T09:26:40.184957+00:00 | CO2=1190.6 ppm | PM2.5=14.53 μg/m³
[2025-04-23 17:26:40.884684] ✅ 資料已更新
2025-04-23T09:27:13.416758+00:00 | CO2=1180.6 ppm | PM2.5=14.75 μg/m³
[2025-04-23 17:27:14.330949] ✅ 資料已更新
2025-04-23T09:27:46.905122+00:00 | CO2=1182.6 ppm | PM2.5=14.29 μg/m³
[2025-04-23 17:27:47.586736] ✅ 資料已更新
2025-04-23T09:28:19.896705+00:00 | CO2=1197.6 ppm | PM2.5=14.72 μg/m³
[2025-04-23 17:28:20.542073] ✅ 資料已更新
2025-04-23T09:28:53.257492+00:00 | CO2=1202.6 ppm | PM2.5=14.73 μg/m³
[2025-04-23 17:28:54.124243] ✅ 資料已更新
2025-04-23T09:29:26.664412+00:00 | CO2=1186.6 ppm | PM2.5=14.22 μg/m³
[2025-04-23 17:29:27.386461] ✅ 資料已更新
2025-04-23T10:12:37.407963+00:00 | CO2=1039.6 ppm | PM2.5=15.13 μg/m³
[2025-04-23 18:13:03.179043] ✅ 資料已更新
2025-04-23T10:13:16.527733+00:00 | CO2=1044.6 ppm | PM2.5=16.14 μg/m³
[2025-04-23 18:13:37.403823] ✅ 資料已更新
2025-04-23T10:13:54.079846+00:00 | CO2=1046.6 ppm | PM2.5=15.56 μg/m³
[2025-04-23 18:14:11.793104] ✅ 資料已更新
2025-04-23T10:14:27.903691+00:00 | CO2=1049.6 ppm | PM2.5=14.55 μg/m³
[2025-04-23 18:14:46.762796] ✅ 資料已更新
2025-04-23T10:15:02.336158+00:00 | CO2=1059.6 ppm | PM2.5=15.34 μg/m³
[2025-04-24 09:26:17.626184] ✅ 資料已更新
2025-04-24T01:26:31.286014+00:00 | CO2=739.6 ppm | PM2.5=13.31 μg/m³
[2025-04-24 09:26:55.663845] ✅ 資料已更新
2025-04-24T01:27:05.558709+00:00 | CO2=734.6 ppm | PM2.5=14.01 μg/m³
[2025-04-24 09:27:30.730562] ✅ 資料已更新
2025-04-24T01:27:38.470702+00:00 | CO2=733.6 ppm | PM2.5=13.62 μg/m³
[2025-04-24 09:28:03.701114] ✅ 資料已更新
2025-04-24T01:28:11.766134+00:00 | CO2=730.6 ppm | PM2.5=13.3 μg/m³
[2025-04-24 09:28:36.560157] ✅ 資料已更新
2025-04-24T01:28:45.077447+00:00 | CO2=729.6 ppm | PM2.5=12.93 μg/m³
[2025-04-24 09:29:09.552424] ✅ 資料已更新
2025-04-24T01:29:18.197398+00:00 | CO2=729.6 ppm | PM2.5=12.54 μg/m³
[2025-04-24 09:29:46.016897] ✅ 資料已更新
2025-04-24T01:29:51.958467+00:00 | CO2=731.6 ppm | PM2.5=12.9 μg/m³
[2025-04-24 09:30:19.916503] ✅ 資料已更新
2025-04-24T01:30:25.207147+00:00 | CO2=734.6 ppm | PM2.5=12.64 μg/m³
[2025-04-24 09:30:53.491056] ✅ 資料已更新
2025-04-24T01:30:58.790592+00:00 | CO2=739.6 ppm | PM2.5=13.25 μg/m³
[2025-04-24 09:31:26.852152] ✅ 資料已更新
2025-04-24T01:31:32.038034+00:00 | CO2=739.6 ppm | PM2.5=13.09 μg/m³
[2025-04-24 09:32:01.333459] ✅ 資料已更新
2025-04-24T01:32:07.014345+00:00 | CO2=740.6 ppm | PM2.5=12.33 μg/m³
[2025-04-24 09:32:34.515049] ✅ 資料已更新
2025-04-24T01:32:40.409619+00:00 | CO2=746.6 ppm | PM2.5=12.21 μg/m³
[2025-04-24 09:33:08.175660] ✅ 資料已更新
2025-04-24T01:33:18.198022+00:00 | CO2=745.6 ppm | PM2.5=12.84 μg/m³
[2025-04-24 09:33:41.394677] ✅ 資料已更新
2025-04-24T01:33:56.117982+00:00 | CO2=745.6 ppm | PM2.5=12.98 μg/m³
[2025-04-24 09:34:18.845431] ✅ 資料已更新
2025-04-24T01:34:30.549778+00:00 | CO2=746.6 ppm | PM2.5=14.04 μg/m³
[2025-04-24 09:34:52.425731] ✅ 資料已更新
2025-04-24T01:35:03.605801+00:00 | CO2=746.6 ppm | PM2.5=13.2 μg/m³
[2025-04-24 09:35:25.527888] ✅ 資料已更新
2025-04-24T01:35:36.661989+00:00 | CO2=744.6 ppm | PM2.5=12.58 μg/m³
[2025-04-24 09:35:58.842978] ✅ 資料已更新
2025-04-24T01:36:10.981402+00:00 | CO2=743.6 ppm | PM2.5=12.51 μg/m³
[2025-04-24 09:36:33.913802] ✅ 資料已更新
2025-04-24T01:36:44.853388+00:00 | CO2=742.6 ppm | PM2.5=13.38 μg/m³
[2025-04-24 09:37:07.060149] ✅ 資料已更新
2025-04-24T01:37:18.341262+00:00 | CO2=745.6 ppm | PM2.5=12.72 μg/m³
[2025-04-24 09:37:40.120796] ✅ 資料已更新
2025-04-24T01:37:52.342763+00:00 | CO2=746.6 ppm | PM2.5=12.31 μg/m³
[2025-04-24 09:38:13.192808] ✅ 資料已更新
2025-04-24T01:38:25.381828+00:00 | CO2=746.6 ppm | PM2.5=12.17 μg/m³
[2025-04-24 09:38:49.649712] ✅ 資料已更新
2025-04-24T01:38:58.581621+00:00 | CO2=747.6 ppm | PM2.5=12.26 μg/m³
[2025-04-24 09:39:23.577791] ✅ 資料已更新
2025-04-24T01:39:31.637017+00:00 | CO2=745.6 ppm | PM2.5=12.56 μg/m³
[2025-04-24 09:39:56.955799] ✅ 資料已更新
2025-04-24T01:40:06.485315+00:00 | CO2=745.6 ppm | PM2.5=12.54 μg/m³
[2025-04-24 09:40:35.986125] ✅ 資料已更新
2025-04-24T01:40:42.949653+00:00 | CO2=745.6 ppm | PM2.5=13.28 μg/m³
[2025-04-24 09:41:09.947446] ✅ 資料已更新
2025-04-24T01:41:16.116710+00:00 | CO2=746.6 ppm | PM2.5=12.73 μg/m³
[2025-04-24 09:41:43.286028] ✅ 資料已更新
2025-04-24T01:41:49.524595+00:00 | CO2=748.6 ppm | PM2.5=12.92 μg/m³
[2025-04-24 09:42:17.719321] ✅ 資料已更新
2025-04-24T01:42:22.740666+00:00 | CO2=752.6 ppm | PM2.5=12.76 μg/m³
[2025-04-24 09:42:51.518868] ✅ 資料已更新
2025-04-24T01:42:55.861025+00:00 | CO2=753.6 ppm | PM2.5=12.12 μg/m³
[2025-04-24 09:43:24.504594] ✅ 資料已更新
2025-04-24T01:43:29.316627+00:00 | CO2=757.6 ppm | PM2.5=12.84 μg/m³
[2025-04-24 09:43:59.225492] ✅ 資料已更新
2025-04-24T01:44:04.405695+00:00 | CO2=762.6 ppm | PM2.5=12.01 μg/m³
[2025-04-24 09:44:32.270045] ✅ 資料已更新
2025-04-24T01:44:37.445839+00:00 | CO2=762.6 ppm | PM2.5=12.15 μg/m³
[2025-04-24 09:45:05.238616] ✅ 資料已更新
2025-04-24T01:45:10.612544+00:00 | CO2=761.6 ppm | PM2.5=11.93 μg/m³
[2025-04-24 09:45:38.815920] ✅ 資料已更新
2025-04-24T01:45:43.748118+00:00 | CO2=761.6 ppm | PM2.5=12.11 μg/m³
[2025-04-24 09:46:11.997598] ✅ 資料已更新
2025-04-24T01:46:17.061195+00:00 | CO2=763.6 ppm | PM2.5=12.0 μg/m³
[2025-04-24 09:46:45.101872] ✅ 資料已更新
2025-04-24T01:46:50.356462+00:00 | CO2=765.6 ppm | PM2.5=11.99 μg/m³
[2025-04-24 09:47:18.087436] ✅ 資料已更新
2025-04-24T01:47:23.268648+00:00 | CO2=767.6 ppm | PM2.5=12.55 μg/m³
[2025-04-24 09:47:50.971215] ✅ 資料已更新
2025-04-24T01:47:56.164229+00:00 | CO2=770.6 ppm | PM2.5=12.03 μg/m³
[2025-04-24 09:48:24.202550] ✅ 資料已更新
2025-04-24T01:48:29.219678+00:00 | CO2=770.6 ppm | PM2.5=13.47 μg/m³
[2025-04-24 09:48:57.108645] ✅ 資料已更新
2025-04-24T01:49:02.419609+00:00 | CO2=772.6 ppm | PM2.5=11.65 μg/m³
[2025-04-24 09:49:30.308038] ✅ 資料已更新
2025-04-24T01:49:36.611710+00:00 | CO2=772.6 ppm | PM2.5=12.52 μg/m³
[2025-04-24 09:50:04.013260] ✅ 資料已更新
2025-04-24T01:50:09.669084+00:00 | CO2=768.6 ppm | PM2.5=12.21 μg/m³
[2025-04-24 09:50:37.727973] ✅ 資料已更新
2025-04-24T01:50:42.468601+00:00 | CO2=768.6 ppm | PM2.5=11.86 μg/m³
[2025-04-24 09:51:11.884443] ✅ 資料已更新
2025-04-24T01:51:15.556524+00:00 | CO2=765.6 ppm | PM2.5=12.18 μg/m³
[2025-04-24 09:51:45.134258] ✅ 資料已更新
2025-04-24T01:51:48.691910+00:00 | CO2=765.6 ppm | PM2.5=11.96 μg/m³
[2025-04-24 09:52:18.475020] ✅ 資料已更新
2025-04-24T01:52:21.795675+00:00 | CO2=766.6 ppm | PM2.5=11.49 μg/m³
[2025-04-24 09:52:51.943496] ✅ 資料已更新
2025-04-24T01:52:54.852342+00:00 | CO2=766.6 ppm | PM2.5=11.64 μg/m³
[2025-04-24 09:53:25.826286] ✅ 資料已更新
2025-04-24T01:53:29.236690+00:00 | CO2=767.6 ppm | PM2.5=12.03 μg/m³
[2025-04-24 09:53:59.382542] ✅ 資料已更新
2025-04-24T01:54:02.818898+00:00 | CO2=768.6 ppm | PM2.5=12.8 μg/m³
[2025-04-24 09:54:32.337869] ✅ 資料已更新
2025-04-24T01:54:36.146843+00:00 | CO2=770.6 ppm | PM2.5=11.5 μg/m³
[2025-04-24 09:55:05.263064] ✅ 資料已更新
2025-04-24T01:55:09.108191+00:00 | CO2=770.6 ppm | PM2.5=12.51 μg/m³
[2025-04-24 09:55:38.136832] ✅ 資料已更新
2025-04-24T01:55:42.915085+00:00 | CO2=769.6 ppm | PM2.5=11.93 μg/m³
[2025-04-24 09:56:11.949901] ✅ 資料已更新
2025-04-24T01:56:16.067709+00:00 | CO2=771.6 ppm | PM2.5=12.06 μg/m³
[2025-04-24 09:56:45.258665] ✅ 資料已更新
2025-04-24T01:56:49.474589+00:00 | CO2=770.6 ppm | PM2.5=11.73 μg/m³
[2025-04-24 09:57:18.428632] ✅ 資料已更新
2025-04-24T01:57:22.402454+00:00 | CO2=773.6 ppm | PM2.5=12.63 μg/m³
[2025-04-24 09:57:51.399992] ✅ 資料已更新
2025-04-24T01:57:55.410658+00:00 | CO2=774.6 ppm | PM2.5=11.49 μg/m³
[2025-04-24 09:58:24.529296] ✅ 資料已更新
2025-04-24T01:58:28.659855+00:00 | CO2=778.6 ppm | PM2.5=12.7 μg/m³
[2025-04-24 09:58:57.967059] ✅ 資料已更新
2025-04-24T01:59:01.763123+00:00 | CO2=784.6 ppm | PM2.5=12.74 μg/m³
[2025-04-24 09:59:30.982452] ✅ 資料已更新
2025-04-24T01:59:34.914683+00:00 | CO2=786.6 ppm | PM2.5=12.22 μg/m³
[2025-04-24 10:00:03.917079] ✅ 資料已更新
2025-04-24T02:00:08.051489+00:00 | CO2=786.6 ppm | PM2.5=12.28 μg/m³
[2025-04-24 10:00:37.116526] ✅ 資料已更新
2025-04-24T02:00:41.250380+00:00 | CO2=789.6 ppm | PM2.5=11.26 μg/m³
[2025-04-24 10:01:10.532777] ✅ 資料已更新
2025-04-24T02:01:14.482083+00:00 | CO2=803.6 ppm | PM2.5=11.23 μg/m³
[2025-04-24 10:01:43.724757] ✅ 資料已更新
2025-04-24T02:01:48.098855+00:00 | CO2=804.6 ppm | PM2.5=10.74 μg/m³
[2025-04-24 10:02:16.793687] ✅ 資料已更新
2025-04-24T02:02:21.329911+00:00 | CO2=803.6 ppm | PM2.5=10.91 μg/m³
[2025-04-24 10:02:50.302770] ✅ 資料已更新
2025-04-24T02:02:54.834818+00:00 | CO2=803.6 ppm | PM2.5=11.73 μg/m³
[2025-04-24 10:03:23.587567] ✅ 資料已更新
2025-04-24T02:03:27.969753+00:00 | CO2=802.6 ppm | PM2.5=12.74 μg/m³
[2025-04-24 10:03:57.158543] ✅ 資料已更新
2025-04-24T02:04:01.155105+00:00 | CO2=802.6 ppm | PM2.5=12.15 μg/m³
[2025-04-24 10:04:30.242350] ✅ 資料已更新
2025-04-24T02:04:34.291093+00:00 | CO2=801.6 ppm | PM2.5=11.78 μg/m³
[2025-04-24 10:05:03.538875] ✅ 資料已更新
2025-04-24T02:05:07.346166+00:00 | CO2=800.6 ppm | PM2.5=12.86 μg/m³
[2025-04-24 10:05:36.542631] ✅ 資料已更新
2025-04-24T02:05:40.321445+00:00 | CO2=801.6 ppm | PM2.5=11.9 μg/m³
[2025-04-24 10:06:09.599180] ✅ 資料已更新
2025-04-24T02:06:13.298555+00:00 | CO2=801.6 ppm | PM2.5=12.57 μg/m³
[2025-04-24 10:06:42.616516] ✅ 資料已更新
2025-04-24T02:06:46.705742+00:00 | CO2=800.6 ppm | PM2.5=12.81 μg/m³
[2025-04-24 10:07:15.725747] ✅ 資料已更新
2025-04-24T02:07:19.585567+00:00 | CO2=802.6 ppm | PM2.5=11.81 μg/m³
[2025-04-24 10:07:48.761780] ✅ 資料已更新
2025-04-24T02:07:52.402405+00:00 | CO2=804.6 ppm | PM2.5=11.21 μg/m³
[2025-04-24 10:08:21.599590] ✅ 資料已更新
2025-04-24T02:08:25.538055+00:00 | CO2=803.6 ppm | PM2.5=11.83 μg/m³
[2025-04-24 10:08:54.665423] ✅ 資料已更新
2025-04-24T02:08:58.514101+00:00 | CO2=802.6 ppm | PM2.5=12.31 μg/m³
[2025-04-24 10:09:28.071007] ✅ 資料已更新
2025-04-24T02:09:31.648803+00:00 | CO2=800.6 ppm | PM2.5=12.41 μg/m³
[2025-04-24 10:10:01.126820] ✅ 資料已更新
2025-04-24T02:10:04.784798+00:00 | CO2=801.6 ppm | PM2.5=12.19 μg/m³
[2025-04-24 10:10:34.421073] ✅ 資料已更新
2025-04-24T02:10:38.708485+00:00 | CO2=802.6 ppm | PM2.5=12.59 μg/m³
[2025-04-24 10:11:09.883333] ✅ 資料已更新
2025-04-24T02:11:13.568806+00:00 | CO2=804.6 ppm | PM2.5=12.53 μg/m³
[2025-04-24 10:11:53.794870] ✅ 資料已更新
2025-04-24T02:11:57.249306+00:00 | CO2=808.6 ppm | PM2.5=11.79 μg/m³
[2025-04-24 10:12:27.068593] ✅ 資料已更新
2025-04-24T02:12:30.192457+00:00 | CO2=807.6 ppm | PM2.5=12.29 μg/m³
[2025-04-24 10:13:00.247656] ✅ 資料已更新
2025-04-24T02:13:03.184328+00:00 | CO2=806.6 ppm | PM2.5=12.24 μg/m³
[2025-04-24 10:13:33.880432] ✅ 資料已更新
2025-04-24T02:13:36.336330+00:00 | CO2=810.6 ppm | PM2.5=11.95 μg/m³
[2025-04-24 10:14:07.593644] ✅ 資料已更新
2025-04-24T02:14:09.712125+00:00 | CO2=814.6 ppm | PM2.5=11.68 μg/m³
[2025-04-24 10:14:40.530059] ✅ 資料已更新
2025-04-24T02:14:42.864161+00:00 | CO2=814.6 ppm | PM2.5=11.08 μg/m³
[2025-04-24 10:15:13.655503] ✅ 資料已更新
2025-04-24T02:15:16.608531+00:00 | CO2=817.6 ppm | PM2.5=12.3 μg/m³
[2025-04-24 10:15:47.046731] ✅ 資料已更新
2025-04-24T02:15:49.776425+00:00 | CO2=819.6 ppm | PM2.5=11.2 μg/m³
[2025-04-24 10:16:20.206347] ✅ 資料已更新
2025-04-24T02:16:23.136780+00:00 | CO2=821.6 ppm | PM2.5=12.61 μg/m³
[2025-04-24 10:16:53.482451] ✅ 資料已更新
2025-04-24T02:16:56.096182+00:00 | CO2=832.6 ppm | PM2.5=12.2 μg/m³
[2025-04-24 10:17:26.735217] ✅ 資料已更新
2025-04-24T02:17:29.391571+00:00 | CO2=838.6 ppm | PM2.5=11.75 μg/m³
[2025-04-24 10:17:59.970249] ✅ 資料已更新
2025-04-24T02:18:02.447620+00:00 | CO2=838.6 ppm | PM2.5=11.42 μg/m³
[2025-04-24 10:18:34.220188] ✅ 資料已更新
2025-04-24T02:18:37.841022+00:00 | CO2=839.6 ppm | PM2.5=11.95 μg/m³
[2025-04-24 10:19:07.137564] ✅ 資料已更新
2025-04-24T02:19:10.720091+00:00 | CO2=838.6 ppm | PM2.5=11.63 μg/m³
[2025-04-24 10:19:40.121419] ✅ 資料已更新
2025-04-24T02:19:44.000632+00:00 | CO2=837.6 ppm | PM2.5=12.53 μg/m³
[2025-04-24 10:20:13.391289] ✅ 資料已更新
2025-04-24T02:20:17.329115+00:00 | CO2=837.6 ppm | PM2.5=12.13 μg/m³
[2025-04-24 10:20:46.191024] ✅ 資料已更新
2025-04-24T02:20:50.272694+00:00 | CO2=840.6 ppm | PM2.5=12.01 μg/m³
[2025-04-24 10:21:19.117572] ✅ 資料已更新
2025-04-24T02:21:23.103133+00:00 | CO2=839.6 ppm | PM2.5=12.6 μg/m³
[2025-04-24 10:21:52.169121] ✅ 資料已更新
2025-04-24T02:21:56.815064+00:00 | CO2=839.6 ppm | PM2.5=11.66 μg/m³
[2025-04-24 10:22:25.469171] ✅ 資料已更新
2025-04-24T02:22:30.767599+00:00 | CO2=839.6 ppm | PM2.5=12.23 μg/m³
[2025-04-24 10:23:16.949991] ✅ 資料已更新
2025-04-24T02:23:23.887209+00:00 | CO2=840.6 ppm | PM2.5=12.36 μg/m³
[2025-04-24 10:23:57.091240] ✅ 資料已更新
2025-04-24T02:24:00.783043+00:00 | CO2=841.6 ppm | PM2.5=11.88 μg/m³
[2025-04-24 10:24:37.560980] ✅ 資料已更新
2025-04-24T02:24:39.294883+00:00 | CO2=840.6 ppm | PM2.5=12.33 μg/m³
[2025-04-24 10:25:20.315568] ✅ 資料已更新
2025-04-24T02:25:23.055224+00:00 | CO2=839.6 ppm | PM2.5=12.63 μg/m³
[2025-04-24 10:25:53.688589] ✅ 資料已更新
2025-04-24T02:25:55.934516+00:00 | CO2=842.6 ppm | PM2.5=12.14 μg/m³
[2025-04-24 10:26:26.949813] ✅ 資料已更新
2025-04-24T02:26:28.895001+00:00 | CO2=842.6 ppm | PM2.5=11.72 μg/m³
[2025-04-24 10:27:00.105668] ✅ 資料已更新
2025-04-24T02:27:01.358460+00:00 | CO2=839.6 ppm | PM2.5=11.83 μg/m³
[2025-04-24 10:27:33.470223] ✅ 資料已更新
2025-04-24T02:27:33.854398+00:00 | CO2=836.6 ppm | PM2.5=11.95 μg/m³
2025-04-24T02:28:06.830886+00:00 | CO2=837.6 ppm | PM2.5=11.72 μg/m³
[2025-04-24 10:28:06.930603] ✅ 資料已更新
[2025-04-24 10:28:40.043039] ✅ 資料已更新
2025-04-24T02:28:40.014558+00:00 | CO2=834.6 ppm | PM2.5=10.91 μg/m³
2025-04-24T02:29:10.286860+00:00 | CO2=832.6 ppm | PM2.5=11.31 μg/m³
[2025-04-24 10:29:13.056748] ✅ 資料已更新
2025-04-24T02:29:43.245924+00:00 | CO2=830.6 ppm | PM2.5=12.11 μg/m³
[2025-04-24 10:29:46.227996] ✅ 資料已更新
2025-04-24T02:30:16.269847+00:00 | CO2=831.6 ppm | PM2.5=12.9 μg/m³
[2025-04-24 10:30:19.428355] ✅ 資料已更新
2025-04-24T02:30:50.543051+00:00 | CO2=830.6 ppm | PM2.5=12.29 μg/m³
[2025-04-24 10:30:53.791983] ✅ 資料已更新
2025-04-24T02:31:25.664251+00:00 | CO2=830.6 ppm | PM2.5=11.7 μg/m³
[2025-04-24 10:31:26.551405] ✅ 資料已更新
2025-04-24T02:31:59.230945+00:00 | CO2=830.6 ppm | PM2.5=12.31 μg/m³
[2025-04-24 10:32:04.618478] ✅ 資料已更新
2025-04-24T02:32:32.399041+00:00 | CO2=831.6 ppm | PM2.5=11.91 μg/m³
[2025-04-24 10:32:37.596605] ✅ 資料已更新
2025-04-24T02:33:05.406588+00:00 | CO2=837.6 ppm | PM2.5=12.46 μg/m³
[2025-04-24 10:33:10.888620] ✅ 資料已更新
2025-04-24T02:34:43.068052+00:00 | CO2=852.6 ppm | PM2.5=12.21 μg/m³
[2025-04-24 10:34:45.309279] ✅ 資料已更新
